2021-01-05T02:00:00,TRADE Closed,Profit Gross,-49071.13,Net,-49071.13
2021-01-05T05:00:00,TRADE Closed,Profit Gross,-55904.63,Net,-55904.63
2021-01-05T16:00:00,TRADE Closed,Profit Gross,-36082.45,Net,-36082.45
2021-01-10T18:00:00,TRADE Closed,Profit Gross,172253.19,Net,172253.19
2021-01-13T21:00:00,TRADE Closed,Profit Gross,62484.52,Net,62484.52
2021-01-15T17:00:00,TRADE Closed,Profit Gross,-3830.38,Net,-3830.38
2021-01-16T15:00:00,TRADE Closed,Profit Gross,-33734.50,Net,-33734.50
2021-01-16T19:00:00,TRADE Closed,Profit Gross,-20326.52,Net,-20326.52
2021-01-18T13:00:00,TRADE Closed,Profit Gross,-15138.58,Net,-15138.58
2021-01-18T19:00:00,TRADE Closed,Profit Gross,-35255.57,Net,-35255.57
2021-01-18T23:00:00,TRADE Closed,Profit Gross,-19961.18,Net,-19961.18
2021-01-20T02:00:00,TRADE Closed,Profit Gross,-10879.79,Net,-10879.79
2021-01-24T12:00:00,TRADE Closed,Profit Gross,85147.92,Net,85147.92
2021-01-24T14:00:00,TRADE Closed,Profit Gross,-18923.49,Net,-18923.49
2021-01-25T04:00:00,TRADE Closed,Profit Gross,-41593.73,Net,-41593.73
2021-01-26T04:00:00,TRADE Closed,Profit Gross,-61942.11,Net,-61942.11
2021-01-28T17:00:00,TRADE Closed,Profit Gross,-28617.81,Net,-28617.81
2021-01-31T09:00:00,TRADE Closed,Profit Gross,30554.87,Net,30554.87
2021-02-01T09:00:00,TRADE Closed,Profit Gross,-25736.18,Net,-25736.18
2021-02-07T17:00:00,TRADE Closed,Profit Gross,96120.30,Net,96120.30
2021-02-08T08:00:00,TRADE Closed,Profit Gross,-28864.57,Net,-28864.57
2021-02-15T06:00:00,TRADE Closed,Profit Gross,182198.22,Net,182198.22
2021-02-15T17:00:00,TRADE Closed,Profit Gross,-43186.91,Net,-43186.91
2021-02-22T11:00:00,TRADE Closed,Profit Gross,142767.51,Net,142767.51
2021-02-25T16:00:00,TRADE Closed,Profit Gross,90487.73,Net,90487.73
2021-02-25T18:00:00,TRADE Closed,Profit Gross,-34110.73,Net,-34110.73
2021-03-01T10:00:00,TRADE Closed,Profit Gross,57375.20,Net,57375.20
2021-03-04T18:00:00,TRADE Closed,Profit Gross,32670.05,Net,32670.05
2021-03-06T00:00:00,TRADE Closed,Profit Gross,-6868.87,Net,-6868.87
2021-03-06T11:00:00,TRADE Closed,Profit Gross,-21225.60,Net,-21225.60
2021-03-07T00:00:00,TRADE Closed,Profit Gross,-25079.65,Net,-25079.65
2021-03-15T09:00:00,TRADE Closed,Profit Gross,242415.90,Net,242415.90
2021-03-17T21:00:00,TRADE Closed,Profit Gross,-1597.81,Net,-1597.81
2021-03-21T04:00:00,TRADE Closed,Profit Gross,-2330.53,Net,-2330.53
2021-03-24T13:00:00,TRADE Closed,Profit Gross,21506.31,Net,21506.31
2021-03-24T21:00:00,TRADE Closed,Profit Gross,-81881.30,Net,-81881.30
2021-03-26T19:00:00,TRADE Closed,Profit Gross,8978.09,Net,8978.09
2021-04-03T18:00:00,TRADE Closed,Profit Gross,128893.87,Net,128893.87
